tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,winner_country,loser_country,winner_lat,winner_long,loser_lat,loser_long
2016-540,Wimbledon,Grass,128,G,27/6/2016,226,104918,2,NA,Andy Murray,R,190,GBR,29.11978097,105683,6,NA,Milos Raonic,R,196,CAN,25.50034223,6-4 7-6(3) 7-6(2),5,FALSE,168,7,2,103,69,60,19,17,2,2,8,1,114,73,49,29,17,6,7,2,8915,7,3175,2016,United Kingdom,Canada,55.378051,-3.435973,56.130366,-106.346771
2016-0316,Bastad,Clay,32,A,11/7/2016,300,105077,3,NA,Albert Ramos,L,188,ESP,28.48186174,104269,5,NA,Fernando Verdasco,L,188,ESP,32.65434634,6-3 6-4,3,FALSE,86,2,2,59,39,26,9,9,3,5,2,1,65,50,28,5,10,4,9,35,1210,59,820,2016,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2016-0414,Hamburg,Clay,32,A,11/7/2016,300,105373,7,NA,Martin Klizan,L,190,SVK,27.00068446,104655,3,NA,Pablo Cuevas,R,180,URU,30.52429843,6-1 6-4,3,FALSE,59,1,0,51,37,31,6,9,1,2,5,1,39,20,13,8,8,0,4,47,943,24,1555,2016,Slovakia,Uruguay,48.669026,19.699024,-32.522779,-55.765835
2016-0315,Newport,Grass,32,A,11/7/2016,300,103333,2,NA,Ivo Karlovic,R,208,CRO,37.36618754,104180,3,NA,Gilles Muller,L,193,LUX,33.17453799,6-7(2) 7-6(5) 7-6(12),3,FALSE,176,27,10,123,80,70,24,18,1,2,18,3,125,73,61,32,18,4,5,38,1135,39,1125,2016,Croatia,Luxembourg,45.1,15.2,49.815273,6.129583
2016-0314,Gstaad,Clay,32,A,18/7/2016,300,103852,1,NA,Feliciano Lopez,L,188,ESP,34.82546201,104898,NA,NA,Robin Haase,R,190,NED,29.28405202,6-4 7-5,3,FALSE,77,8,1,56,29,25,17,11,0,1,7,4,64,39,31,9,11,3,6,21,1675,95,615,2016,Spain,Netherlands,40.463667,-3.74922,52.132633,5.291266
2016-0319,Kitzbuhel,Clay,32,A,18/7/2016,300,103893,4,NA,Paolo Lorenzi,R,183,ITA,34.59000684,105932,NA,NA,Nikoloz Basilashvili,R,185,GEO,24.39972621,6-3 6-4,3,FALSE,83,4,3,50,19,15,16,9,0,2,2,0,66,50,26,8,10,1,6,48,940,123,481,2016,Italy,Georgia,41.87194,12.56738,42.315407,43.356892
2016-0439,Umag,Clay,32,A,18/7/2016,300,104926,4,NA,Fabio Fognini,R,178,ITA,29.15263518,105413,NA,NA,Andrej Martin,R,180,SVK,26.82546201,6-4 6-1,3,FALSE,68,2,0,46,31,25,11,9,0,0,0,0,45,32,18,6,8,3,6,39,1170,124,481,2016,Italy,Slovakia,41.87194,12.56738,48.669026,19.699024
2016-M035,Washington,Hard,64,A,18/7/2016,300,104792,2,NA,Gael Monfils,R,193,FRA,29.87816564,103333,13,NA,Ivo Karlovic,R,208,CRO,37.3853525,5-7 7-6(6) 6-4,3,FALSE,133,16,7,106,72,56,19,17,2,4,28,4,105,64,54,23,17,7,9,17,2030,35,1235,2016,France,Croatia,46.227638,2.213749,45.1,15.2
2016-0421,Canada Masters,Hard,64,M,25/7/2016,300,104925,1,NA,Novak Djokovic,R,188,SRB,29.17727584,105453,3,NA,Kei Nishikori,R,178,JPN,26.57084189,6-3 7-5,3,FALSE,82,5,0,58,44,36,6,11,1,2,4,2,59,41,26,9,10,2,5,1,15040,6,4290,2016,Serbia,Japan,44.016521,21.005859,36.204824,138.252924
2016-6116,Atlanta,Hard,32,A,1/8/2016,300,106401,2,NA,Nick Kyrgios,R,193,AUS,21.26488706,104545,1,NA,John Isner,R,206,USA,31.26625599,7-6(3) 7-6(4),3,FALSE,106,18,5,79,49,40,20,12,4,4,18,6,82,46,42,14,12,2,2,18,1865,17,1895,2016,Australia,United States,-25.274398,133.775136,37.09024,-95.712891
2016-7480,Los Cabos,Hard,32,A,8/8/2016,300,103333,3,NA,Ivo Karlovic,R,208,CRO,37.44284736,103852,1,NA,Feliciano Lopez,L,188,ESP,34.88295688,7-6(5) 6-2,3,FALSE,82,21,4,70,43,33,16,10,1,1,5,5,59,37,30,9,10,2,4,24,1490,18,1835,2016,Croatia,Spain,45.1,15.2,40.463667,-3.74922
2016-O16,Rio Olympics,Hard,64,A,8/8/2016,162,104918,2,NA,Andy Murray,R,190,GBR,29.23477071,105223,NA,NA,Juan Martin del Potro,R,198,ARG,27.87405886,7-5 4-6 6-2 7-5,5,FALSE,242,10,6,126,64,46,30,21,6,12,3,2,143,103,64,14,21,14,23,2,10065,141,410,2016,United Kingdom,Argentina,55.378051,-3.435973,-38.416097,-63.616672
2016-M024,Cincinnati Masters,Hard,64,M,15/8/2016,300,105227,12,NA,Marin Cilic,R,198,CRO,27.87953457,104918,1,NA,Andy Murray,R,190,GBR,29.25393566,6-4 7-5,3,FALSE,94,7,1,58,34,28,15,11,1,2,1,3,64,43,31,11,11,5,8,14,2605,2,9065,2016,Croatia,United Kingdom,45.1,15.2,55.378051,-3.435973
2016-6242,Winston-Salem,Hard,64,A,22/8/2016,300,105807,16,NA,Pablo Carreno Busta,R,188,ESP,25.11430527,105138,2,NA,Roberto Bautista Agut,R,183,ESP,28.3559206,6-7(6) 7-6(1) 6-4,3,FALSE,153,12,2,98,60,46,27,17,1,2,7,5,112,68,54,19,17,0,2,49,905,17,1980,2016,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2016-560,US Open,Hard,128,G,29/8/2016,226,104527,3,NA,Stan Wawrinka,R,183,SUI,31.42231348,104925,1,NA,Novak Djokovic,R,188,SRB,29.27310062,6-7(1) 6-4 7-5 6-3,5,FALSE,234,9,3,164,92,65,37,22,14,17,6,7,123,63,49,32,21,4,10,3,4980,1,14840,2016,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2016-0341,Metz,Hard,32,A,19/9/2016,300,106298,3,NA,Lucas Pouille,R,185,FRA,22.57084189,106233,1,NA,Dominic Thiem,R,185,AUT,23.04449008,7-6(5) 6-2,3,FALSE,78,10,0,59,33,27,19,10,1,1,6,1,67,39,30,13,10,5,7,18,1831,10,3295,2016,France,Austria,46.227638,2.213749,47.516231,14.550072
2016-0568,St. Petersburg,Hard,32,A,19/9/2016,300,100644,5,NA,Alexander Zverev,R,198,GER,19.41683778,104527,1,NA,Stan Wawrinka,R,183,SUI,31.47980835,6-2 3-6 7-5,3,FALSE,143,2,6,109,67,45,21,15,8,11,2,0,83,52,35,16,14,1,5,27,1425,3,6260,2016,Germany,Switzerland,51.165691,10.451526,46.818188,8.227512
2016-7581,Chengdu,Hard,32,A,26/9/2016,300,111575,NA,NA,Karen Khachanov,R,198,RUS,20.3504449,105077,5,NA,Albert Ramos,L,188,ESP,28.69267625,6-7(4) 7-6(3) 6-3,3,FALSE,159,14,7,105,53,39,31,17,0,2,6,3,115,64,44,30,16,6,9,101,599,31,1340,2016,Russia,Spain,61.52401,105.318756,40.463667,-3.74922
2016-6967,Shenzhen,Hard,32,A,26/9/2016,300,104607,1,NA,Tomas Berdych,R,196,CZE,31.02532512,104755,3,NA,Richard Gasquet,R,185,FRA,30.275154,7-6(5) 6-7(2) 6-3,3,FALSE,159,18,6,103,59,45,25,17,0,2,17,3,119,84,59,18,16,4,7,9,3470,18,1880,2016,Czechia,France,NA,NA,46.227638,2.213749
2016-M015,Beijing,Hard,32,A,3/10/2016,300,104918,1,NA,Andy Murray,R,190,GBR,29.38809035,105777,NA,NA,Grigor Dimitrov,R,188,BUL,25.3853525,6-4 7-6(2),3,FALSE,117,3,0,61,30,22,21,11,1,2,2,4,80,49,33,15,11,5,7,2,9345,20,1735,2016,United Kingdom,Bulgaria,55.378051,-3.435973,42.733883,25.48583
2016-0329,Tokyo,Hard,32,A,3/10/2016,300,106401,6,NA,Nick Kyrgios,R,193,AUS,21.43737166,105676,5,NA,David Goffin,R,180,BEL,25.82340862,4-6 6-3 7-5,3,FALSE,120,25,9,99,67,53,16,16,11,12,7,8,102,61,45,19,15,11,13,15,2050,14,2390,2016,Australia,Belgium,-25.274398,133.775136,50.503887,4.469936
2016-5014,Shanghai Masters,Hard,64,M,10/10/2016,300,104918,2,NA,Andy Murray,R,190,GBR,29.4072553,105138,15,NA,Roberto Bautista Agut,R,183,ESP,28.49007529,7-6(1) 6-1,3,FALSE,96,8,3,65,34,28,16,10,1,3,0,3,51,33,18,7,9,0,4,2,9845,19,1950,2016,United Kingdom,Spain,55.378051,-3.435973,40.463667,-3.74922
2016-7485,Antwerp,Hard,32,A,17/10/2016,300,104755,3,NA,Richard Gasquet,R,185,FRA,30.33264887,106043,NA,NA,Diego Schwartzman,R,170,ARG,24.16974675,7-6(4) 6-1,3,FALSE,89,1,3,62,33,29,16,10,1,2,3,2,60,40,27,8,9,3,6,19,1950,77,712,2016,France,Argentina,46.227638,2.213749,-38.416097,-63.616672
2016-M014,Moscow,Hard,32,A,17/10/2016,300,105807,6,NA,Pablo Carreno Busta,R,188,ESP,25.26762491,104926,NA,NA,Fabio Fognini,R,178,ITA,29.4017796,4-6 6-3 6-2,3,FALSE,115,6,1,85,51,35,18,14,3,6,1,6,86,49,33,12,13,2,7,36,1155,50,885,2016,Spain,Italy,40.463667,-3.74922,41.87194,12.56738
2016-0429,Stockholm,Hard,32,A,17/10/2016,300,105223,NA,WC,Juan Martin del Potro,R,198,ARG,28.06570842,106058,6,NA,Jack Sock,R,185,USA,24.06297057,7-5 6-1,3,FALSE,76,6,2,43,25,22,14,9,0,0,3,2,55,38,24,7,10,5,9,63,770,23,1675,2016,Argentina,United States,-38.416097,-63.616672,37.09024,-95.712891
2016-0328,Basel,Hard,32,A,24/10/2016,300,105227,4,NA,Marin Cilic,R,198,CRO,28.07118412,105453,3,NA,Kei Nishikori,R,178,JPN,26.81998631,6-1 7-6(5),3,FALSE,97,6,1,62,31,25,20,10,3,3,3,2,71,44,31,10,9,9,11,12,2690,5,4650,2016,Croatia,Japan,45.1,15.2,36.204824,138.252924
2016-0337,Vienna,Hard,32,A,24/10/2016,300,104918,1,NA,Andy Murray,R,190,GBR,29.44558522,104542,6,NA,Jo-Wilfried Tsonga,R,188,FRA,31.52087611,6-3 7-6(6),3,FALSE,109,5,2,62,37,29,18,11,0,1,5,5,79,41,30,17,10,6,8,2,10485,15,2160,2016,United Kingdom,France,55.378051,-3.435973,46.227638,2.213749
2016-0352,Paris Masters,Hard,64,M,31/10/2016,300,104918,2,NA,Andy Murray,R,190,GBR,29.46475017,104545,NA,NA,John Isner,R,206,USA,31.51540041,6-3 6-7(4) 6-4,3,FALSE,137,9,4,98,66,56,18,16,6,6,18,2,86,64,52,11,15,2,4,2,10985,27,1430,2016,United Kingdom,United States,55.378051,-3.435973,37.09024,-95.712891
2016-0605,Tour Finals,Hard,8,F,14/11/2016,300,104918,1,NA,Andy Murray,R,190,GBR,29.50308008,104925,2,NA,Novak Djokovic,R,188,SRB,29.48391513,6-3 6-4,3,FALSE,103,3,3,59,32,27,13,10,0,1,1,0,61,44,26,11,9,6,9,1,11185,2,10780,2016,United Kingdom,Serbia,55.378051,-3.435973,44.016521,21.005859
2017-M020,Brisbane,Hard,32,A,2/1/2017,300,105777,7,NA,Grigor Dimitrov,R,188,BUL,25.63449692,105453,3,NA,Kei Nishikori,R,178,JPN,27.01163587,6-2 2-6 6-3,3,FALSE,108,7,2,77,52,41,12,13,5,7,4,0,69,49,36,9,12,2,5,17,2035,5,4905,2017,Bulgaria,Japan,42.733883,25.48583,36.204824,138.252924
2017-0891,Chennai,Hard,32,A,2/1/2017,300,105138,2,NA,Roberto Bautista Agut,R,183,ESP,28.72005476,106421,NA,NA,Daniil Medvedev,R,198,RUS,20.89253936,6-3 6-4,3,FALSE,73,4,1,49,38,32,9,10,0,0,8,4,63,42,30,9,9,2,4,14,2350,99,611,2017,Spain,Russia,40.463667,-3.74922,61.52401,105.318756
2017-0451,Doha,Hard,32,A,2/1/2017,300,104925,2,NA,Novak Djokovic,R,188,SRB,29.61806982,104918,1,NA,Andy Murray,R,190,GBR,29.63723477,6-3 5-7 6-4,3,FALSE,174,2,3,110,79,54,19,16,5,7,8,4,84,50,39,16,15,1,4,2,11780,1,12410,2017,Serbia,United Kingdom,44.016521,21.005859,55.378051,-3.435973
2017-0301,Auckland,Hard,32,A,9/1/2017,300,106058,4,NA,Jack Sock,R,185,USA,24.29295003,105311,NA,NA,Joao Sousa,R,185,POR,27.78097194,6-3 5-7 6-3,3,FALSE,116,13,3,78,54,43,11,15,1,4,10,3,95,60,40,14,15,4,9,23,1710,44,1030,2017,United States,Portugal,37.09024,-95.712891,39.399872,-8.224454
2017-M001,Sydney,Hard,32,A,9/1/2017,300,104180,6,NA,Gilles Muller,L,193,LUX,33.67282683,105554,NA,NA,Daniel Evans,R,175,GBR,26.63381246,7-6(5) 6-2,3,FALSE,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1255,67,736,2017,Luxembourg,United Kingdom,49.815273,6.129583,55.378051,-3.435973
2017-580,Australian Open,Hard,128,G,16/1/2017,226,103819,17,NA,Roger Federer,R,185,SUI,35.44147844,104745,9,NA,Rafael Nadal,L,185,ESP,30.62286105,6-4 3-6 6-1 3-6 6-3,5,FALSE,217,20,3,138,85,65,26,22,13,17,4,3,151,110,69,23,22,14,20,17,1980,9,3195,2017,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2017-0375,Montpellier,Hard,32,A,6/2/2017,300,100644,4,NA,Alexander Zverev,R,198,GER,19.80013689,104755,3,NA,Richard Gasquet,R,185,FRA,30.63928816,7-6(4) 6-3,3,FALSE,88,8,4,72,46,37,11,11,0,1,3,1,61,37,28,11,10,1,3,21,1735,22,1725,2017,Germany,France,51.165691,10.451526,46.227638,2.213749
2017-7161,Quito,Clay,32,A,6/2/2017,300,103607,NA,NA,Victor Estrella,R,173,DOM,36.51471595,103893,3,NA,Paolo Lorenzi,R,183,ITA,35.14579055,6-7(2) 7-5 7-6(6),3,FALSE,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,362,46,972,2017,Dominican Republic,Italy,18.735693,-70.162651,41.87194,12.56738
2017-7434,Sofia,Hard,32,A,6/2/2017,300,105777,3,NA,Grigor Dimitrov,R,188,BUL,25.7303217,105676,2,NA,David Goffin,R,180,BEL,26.16837782,7-5 6-4,3,FALSE,98,10,9,85,58,41,8,11,6,9,2,4,64,31,20,13,11,2,7,13,2765,11,2930,2017,Bulgaria,Belgium,42.733883,25.48583,50.503887,4.469936
2017-0506,Buenos Aires,Clay,32,A,13/2/2017,300,105238,NA,NA,Alexandr Dolgopolov,R,180,UKR,28.26830938,105453,1,NA,Kei Nishikori,R,178,JPN,27.1266256,7-6(4) 6-4,3,FALSE,100,4,0,75,44,37,17,11,3,3,2,1,78,49,34,17,11,7,8,66,715,5,4625,2017,Ukraine,Japan,48.379433,31.16558,36.204824,138.252924
2017-0402,Memphis,Hard,32,A,13/2/2017,300,105992,NA,NA,Ryan Harrison,R,183,USA,24.77207392,105932,NA,NA,Nikoloz Basilashvili,R,185,GEO,24.97467488,6-1 6-4,3,FALSE,76,9,0,66,37,25,18,9,12,12,1,2,48,30,19,7,8,4,7,62,746,67,714,2017,United States,Georgia,37.09024,-95.712891,42.315407,43.356892
2017-0407,Rotterdam,Hard,32,A,13/2/2017,300,104542,6,NA,Jo-Wilfried Tsonga,R,188,FRA,31.8275154,105676,3,NA,David Goffin,R,180,BEL,26.18754278,4-6 6-4 6-1,3,FALSE,115,10,0,81,55,44,11,14,6,8,3,1,86,54,39,13,13,8,12,14,2730,11,3035,2017,France,Belgium,46.227638,2.213749,50.503887,4.469936
2017-0499,Delray Beach,Hard,32,A,20/2/2017,300,106058,3,NA,Jack Sock,R,185,USA,24.40793977,105683,1,NA,Milos Raonic,R,196,CAN,26.15195072,W/O,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1855,4,4930,2017,United States,Canada,37.09024,-95.712891,56.130366,-106.346771
2017-0496,Marseille,Hard,32,A,20/2/2017,300,104542,2,NA,Jo-Wilfried Tsonga,R,188,FRA,31.84668036,106298,4,NA,Lucas Pouille,R,185,FRA,22.99247091,6-4 6-4,3,FALSE,69,7,0,46,33,30,10,10,0,0,4,1,58,34,25,12,10,1,3,11,3230,17,2131,2017,France,France,46.227638,2.213749,46.227638,2.213749
2017-6932,Rio de Janeiro,Clay,32,A,20/2/2017,300,106233,2,NA,Dominic Thiem,R,185,AUT,23.4661191,105807,4,NA,Pablo Carreno Busta,R,188,ESP,25.61259411,7-5 6-4,3,FALSE,94,7,1,61,33,22,20,11,1,3,0,0,68,50,33,7,11,4,8,8,3375,24,1495,2017,Austria,Spain,47.516231,14.550072,40.463667,-3.74922
2017-M004,Acapulco,Hard,32,A,27/2/2017,300,105023,NA,NA,Sam Querrey,R,198,USA,29.39356605,104745,2,NA,Rafael Nadal,L,185,ESP,30.73785079,6-3 7-6(3),3,FALSE,94,19,2,75,48,39,17,11,6,6,1,2,61,42,30,12,10,1,2,40,1000,6,4115,2017,United States,Spain,37.09024,-95.712891,40.463667,-3.74922
2017-0495,Dubai,Hard,32,A,27/2/2017,300,104918,1,NA,Andy Murray,R,190,GBR,29.79055441,104269,NA,NA,Fernando Verdasco,L,188,ESP,33.28678987,6-3 6-2,3,FALSE,73,2,4,45,25,20,12,9,1,3,4,0,52,41,17,5,8,3,8,1,11540,35,1070,2017,United Kingdom,Spain,55.378051,-3.435973,40.463667,-3.74922
2017-0533,Sao Paulo,Clay,32,A,27/2/2017,270,104655,3,NA,Pablo Cuevas,R,180,URU,31.15674196,105077,2,NA,Albert Ramos,L,188,ESP,29.11430527,6-7(3) 6-4 6-4,3,FALSE,179,13,12,112,73,54,20,16,6,7,3,3,116,73,48,25,16,6,9,33,1085,24,1535,2017,Uruguay,Spain,-32.522779,-55.765835,40.463667,-3.74922
2017-M006,Indian Wells Masters,Hard,128,M,6/3/2017,300,103819,9,NA,Roger Federer,R,185,SUI,35.57563313,104527,3,NA,Stan Wawrinka,R,183,SUI,31.93976728,6-4 7-5,3,FALSE,80,2,1,57,36,28,14,11,2,3,5,3,72,44,31,11,11,2,5,10,3305,3,5195,2017,Switzerland,Switzerland,46.818188,8.227512,46.818188,8.227512
2017-M007,Miami Masters,Hard,128,M,20/3/2017,300,103819,4,NA,Roger Federer,R,185,SUI,35.61396304,104745,5,NA,Rafael Nadal,L,185,ESP,30.79534565,6-3 6-4,3,FALSE,94,5,1,62,39,34,11,10,4,4,4,1,65,41,27,12,9,7,9,6,4305,7,4145,2017,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2017-0717,Houston,Clay,32,A,10/4/2017,300,105449,4,NA,Steve Johnson,R,188,USA,27.2936345,105064,8,NA,Thomaz Bellucci,L,188,BRA,29.27857632,6-4 4-6 7-6(5),3,FALSE,144,9,8,107,53,42,27,16,6,9,8,3,97,56,39,23,16,0,3,29,1380,65,736,2017,United States,Brazil,37.09024,-95.712891,-14.235004,-51.92528
2017-0360,Marrakech,Clay,32,A,10/4/2017,300,106432,NA,NA,Borna Coric,R,188,CRO,20.40246407,104259,3,NA,Philipp Kohlschreiber,R,178,GER,33.48391513,5-7 7-6(3) 7-5,3,FALSE,158,10,2,118,72,47,28,18,6,9,13,2,110,68,51,21,18,5,8,79,675,32,1270,2017,Croatia,Germany,45.1,15.2,51.165691,10.451526
2017-0410,Monte Carlo Masters,Clay,64,M,17/4/2017,300,104745,4,NA,Rafael Nadal,L,185,ESP,30.87200548,105077,15,NA,Albert Ramos,L,188,ESP,29.24845996,6-1 6-3,3,FALSE,76,5,1,41,31,25,7,8,0,0,0,2,52,29,16,10,8,7,11,7,3735,24,1625,2017,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2017-0425,Barcelona,Clay,64,A,24/4/2017,300,104745,3,NA,Rafael Nadal,L,185,ESP,30.89117043,106233,4,NA,Dominic Thiem,R,185,AUT,23.6386037,6-4 6-1,3,FALSE,90,1,0,53,35,25,13,9,1,1,4,0,61,37,22,10,8,5,8,5,4235,9,3385,2017,Spain,Austria,40.463667,-3.74922,47.516231,14.550072
2017-7648,Budapest,Clay,32,A,24/4/2017,300,106298,1,NA,Lucas Pouille,R,185,FRA,23.16495551,105379,NA,Q,Aljaz Bedene,R,181,SLO,27.76728268,6-3 6-1,3,FALSE,64,5,2,48,26,22,10,8,0,1,3,1,50,30,17,5,8,6,11,14,2516,68,718,2017,France,Slovenia,46.227638,2.213749,46.151241,14.995463
2017-7290,Estoril,Clay,32,A,1/5/2017,300,105807,1,NA,Pablo Carreno Busta,R,188,ESP,25.80424367,104180,3,NA,Gilles Muller,L,193,LUX,33.97946612,6-2 7-6(5),3,FALSE,82,1,0,58,43,31,12,10,0,1,6,3,61,40,27,10,10,2,5,21,1965,28,1425,2017,Spain,Luxembourg,40.463667,-3.74922,49.815273,6.129583
2017-7163,Istanbul,Clay,32,A,1/5/2017,300,105227,2,NA,Marin Cilic,R,198,CRO,28.58863792,105683,1,NA,Milos Raonic,R,196,CAN,26.34360027,7-6(3) 6-3,3,FALSE,120,9,1,79,51,42,14,11,7,7,8,3,81,56,39,8,10,4,5,8,3565,6,4165,2017,Croatia,Canada,45.1,15.2,56.130366,-106.346771
2017-0308,Munich,Clay,32,A,1/5/2017,300,100644,3,NA,Alexander Zverev,R,198,GER,20.03011636,105550,NA,Q,Guido Pella,L,185,ARG,26.95687885,6-4 6-3,3,FALSE,72,8,1,55,34,22,17,10,2,3,1,1,51,33,20,10,9,5,8,20,2005,158,359,2017,Germany,Argentina,51.165691,10.451526,-38.416097,-63.616672
2017-M021,Madrid Masters,Clay,64,M,8/5/2017,300,104745,4,NA,Rafael Nadal,L,185,ESP,30.92950034,106233,8,NA,Dominic Thiem,R,185,AUT,23.67693361,7-6(8) 6-4,3,FALSE,137,4,4,87,60,43,16,11,5,6,4,1,80,59,40,11,11,6,8,5,4375,9,3615,2017,Spain,Austria,40.463667,-3.74922,47.516231,14.550072
2017-M009,Rome Masters,Clay,64,M,15/5/2017,300,100644,16,NA,Alexander Zverev,R,198,GER,20.06844627,104925,2,NA,Novak Djokovic,R,188,SRB,29.98220397,6-4 6-3,3,FALSE,81,7,2,45,32,27,9,9,0,0,1,3,67,43,30,9,10,2,5,17,2300,2,6845,2017,Germany,Serbia,51.165691,10.451526,44.016521,21.005859
2017-0322,Geneva,Clay,32,A,22/5/2017,300,104527,1,NA,Stan Wawrinka,R,183,SUI,32.15058179,104999,NA,Q,Mischa Zverev,L,190,GER,29.74948665,4-6 6-3 6-3,3,FALSE,140,3,2,81,55,41,11,14,5,8,5,2,105,62,38,19,14,13,18,3,5445,33,1165,2017,Switzerland,Germany,46.818188,8.227512,51.165691,10.451526
2017-7694,Lyon,Clay,32,A,22/5/2017,300,104542,2,NA,Jo-Wilfried Tsonga,R,188,FRA,32.09582478,104607,3,NA,Tomas Berdych,R,196,CZE,31.67693361,7-6(2) 7-5,3,FALSE,107,13,0,65,42,39,13,12,2,2,4,3,81,48,35,17,12,4,5,13,2870,14,2780,2017,France,Czechia,46.227638,2.213749,NA,NA
2017-520,Roland Garros,Clay,128,G,29/5/2017,226,104745,4,NA,Rafael Nadal,L,185,ESP,30.98699521,104527,3,NA,Stan Wawrinka,R,183,SUI,32.16974675,6-2 6-3 6-1,5,FALSE,125,4,0,65,42,35,15,12,1,1,1,0,86,50,26,16,12,7,13,4,5375,3,5695,2017,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2017-M010,s Hertogenbosch,Grass,32,A,12/6/2017,300,104180,4,NA,Gilles Muller,L,193,LUX,34.09445585,103333,3,NA,Ivo Karlovic,R,208,CRO,38.28610541,7-6(5) 7-6(4),3,FALSE,92,22,1,65,49,46,12,12,0,0,19,2,78,51,39,19,12,0,0,28,1425,24,1730,2017,Luxembourg,Croatia,49.815273,6.129583,45.1,15.2
2017-0321,Stuttgart,Grass,32,A,12/6/2017,300,106298,4,NA,Lucas Pouille,R,185,FRA,23.2991102,103852,NA,NA,Feliciano Lopez,L,188,ESP,35.72621492,4-6 7-6(5) 6-4,3,FALSE,125,29,4,105,58,45,30,16,6,7,13,2,92,58,50,18,16,0,1,16,2365,33,1115,2017,France,Spain,46.227638,2.213749,40.463667,-3.74922
2017-0500,Halle,Grass,32,A,19/6/2017,300,103819,1,NA,Roger Federer,R,185,SUI,35.86310746,100644,4,NA,Alexander Zverev,R,198,GER,20.16427105,6-1 6-3,3,FALSE,53,4,0,42,28,26,7,8,1,1,5,0,49,36,19,5,8,4,8,5,4765,12,2860,2017,Switzerland,Germany,46.818188,8.227512,51.165691,10.451526
2017-0311,Queen's Club,Grass,32,A,19/6/2017,300,103852,NA,NA,Feliciano Lopez,L,188,ESP,35.74537988,105227,4,NA,Marin Cilic,R,198,CRO,28.72279261,4-6 7-6(2) 7-6(8),3,FALSE,151,19,0,105,66,51,27,17,2,3,22,1,97,63,55,23,17,1,1,32,1220,7,4025,2017,Spain,Croatia,40.463667,-3.74922,45.1,15.2
2017-7650,Antalya,Grass,32,A,26/6/2017,300,105216,NA,NA,Yuichi Sugita,R,173,JPN,28.76933607,105173,NA,NA,Adrian Mannarino,L,183,FRA,28.99110198,6-1 7-6(4),3,FALSE,89,5,3,66,44,33,8,10,3,5,2,3,61,36,24,9,9,4,8,66,725,62,766,2017,Japan,France,36.204824,138.252924,46.227638,2.213749
2017-M016,Eastbourne,Grass,32,A,26/6/2017,300,104925,1,NA,Novak Djokovic,R,188,SRB,30.0971937,104792,2,NA,Gael Monfils,R,193,FRA,30.81724846,6-3 6-4,3,FALSE,76,1,1,58,42,32,8,9,3,3,6,1,63,45,30,7,10,3,6,4,5805,16,2545,2017,Serbia,France,44.016521,21.005859,46.227638,2.213749
2017-540,Wimbledon,Grass,128,G,3/7/2017,226,103819,3,NA,Roger Federer,R,185,SUI,35.90143737,105227,7,NA,Marin Cilic,R,198,CRO,28.76112252,6-3 6-1 6-4,5,FALSE,101,8,2,70,53,43,12,13,1,1,5,3,90,54,35,14,13,5,10,5,5265,6,4235,2017,Switzerland,Croatia,46.818188,8.227512,45.1,15.2
2017-0316,Bastad,Clay,32,A,17/7/2017,300,103970,8,NA,David Ferrer,R,175,ESP,35.29089665,105238,NA,NA,Alexandr Dolgopolov,R,180,UKR,28.6899384,6-4 6-4,3,FALSE,86,3,2,66,44,31,13,10,4,5,4,2,74,51,28,14,10,5,8,46,960,89,596,2017,Spain,Ukraine,40.463667,-3.74922,48.379433,31.16558
2017-0315,Newport,Grass,32,A,17/7/2017,300,104545,1,NA,John Isner,R,206,USA,32.22450376,105051,NA,Q,Matthew Ebden,R,188,AUS,29.63997262,6-3 7-6(4),3,FALSE,74,17,0,61,41,37,12,11,0,0,7,4,62,39,29,13,10,0,1,21,1885,249,201,2017,United States,Australia,37.09024,-95.712891,-25.274398,133.775136
